drug1,drug2,text,interacts,type
DDI-DrugBank.d395.s9.e0,DDI-DrugBank.d395.s9.e1,drug1: Seizures have been reported in patients taking drug2 concomitantly with the drug0 drug0,False, 
DDI-DrugBank.d395.s9.e0,DDI-DrugBank.d395.s9.e2,drug1: Seizures have been reported in patients taking drug0 concomitantly with the drug2 drug0,False, 
DDI-DrugBank.d395.s9.e1,DDI-DrugBank.d395.s9.e3,drug0: Seizures have been reported in patients taking drug1 concomitantly with the drug0 drug2,True,effect
DDI-DrugBank.d395.s12.e0,DDI-DrugBank.d395.s12.e1,drug1 and drug2: drug0,False, 
DDI-DrugBank.d395.s12.e0,DDI-DrugBank.d395.s12.e2,drug1 and drug0: drug2,False, 
DDI-DrugBank.d395.s13.e0,DDI-DrugBank.d395.s13.e1,"Therefore, administration of drug1 with drug2 containing drug0, drug0, or drug0",False, 
DDI-DrugBank.d395.s13.e0,DDI-DrugBank.d395.s13.e2,"Therefore, administration of drug1 with drug0 containing drug2, drug0, or drug0",False, 
DDI-DrugBank.d395.s16.e0,DDI-DrugBank.d395.s16.e1,or with drug1 containing drug2 may substantially interfere with drug absorption and result in insufficient plasma and tissue drug0,False, 
DDI-DrugBank.d395.s16.e0,DDI-DrugBank.d395.s16.e2,or with drug1 containing drug0 may substantially interfere with drug absorption and result in insufficient plasma and tissue drug2,False, 
DDI-DrugBank.d395.s16.e1,DDI-DrugBank.d395.s16.e2,or with drug0 containing drug1 may substantially interfere with drug absorption and result in insufficient plasma and tissue drug2,True,mechanism
DDI-DrugBank.d395.s17.e0,DDI-DrugBank.d395.s17.e1,drug1 containing drug2 and drug0 reduce the oral absorption of drug0,False, 
DDI-DrugBank.d395.s17.e0,DDI-DrugBank.d395.s17.e2,drug1 containing drug0 and drug2 reduce the oral absorption of drug0,False, 
DDI-DrugBank.d395.s17.e1,DDI-DrugBank.d395.s17.e3,drug0 containing drug1 and drug0 reduce the oral absorption of drug2,True,mechanism
DDI-DrugBank.d395.s17.e2,DDI-DrugBank.d395.s17.e3,drug0 containing drug0 and drug1 reduce the oral absorption of drug2,True,mechanism
DDI-DrugBank.d395.s18.e0,DDI-DrugBank.d395.s18.e1,The oral bioavailability of drug1 is reduced by 60% with coadministration of drug2,True,mechanism
DDI-DrugBank.d395.s20.e0,DDI-DrugBank.d395.s20.e1,drug1: drug2 is a potent inhibitor of the cytochrome P-450 isozymes responsible for the metabolism of drug0,False, 
DDI-DrugBank.d395.s20.e0,DDI-DrugBank.d395.s20.e2,drug1: drug0 is a potent inhibitor of the cytochrome P-450 isozymes responsible for the metabolism of drug2,False, 
DDI-DrugBank.d395.s20.e1,DDI-DrugBank.d395.s20.e2,drug0: drug1 is a potent inhibitor of the cytochrome P-450 isozymes responsible for the metabolism of drug2,True,mechanism
DDI-DrugBank.d395.s21.e0,DDI-DrugBank.d395.s21.e1,drug1 interferes with the metabolism of drug2 resulting in a 42% to 74% dose-related decrease in drug0,True,mechanism
DDI-DrugBank.d395.s21.e0,DDI-DrugBank.d395.s21.e2,drug1 interferes with the metabolism of drug0 resulting in a 42% to 74% dose-related decrease in drug2,False, 
DDI-DrugBank.d395.s21.e1,DDI-DrugBank.d395.s21.e2,drug0 interferes with the metabolism of drug1 resulting in a 42% to 74% dose-related decrease in drug2,False, 
DDI-DrugBank.d395.s22.e0,DDI-DrugBank.d395.s22.e1,drug1-related adverse effects have occurred in patients when drug2 and drug0,False, 
DDI-DrugBank.d395.s22.e0,DDI-DrugBank.d395.s22.e2,drug1-related adverse effects have occurred in patients when drug0 and drug2,False, 
DDI-DrugBank.d395.s22.e1,DDI-DrugBank.d395.s22.e2,drug0-related adverse effects have occurred in patients when drug1 and drug2,True,effect
DDI-DrugBank.d395.s23.e0,DDI-DrugBank.d395.s23.e1,"drug1: drug2, including drug0, decrease the clearance of drug0, the less active isomer of racemic drug0",False, 
DDI-DrugBank.d395.s23.e0,DDI-DrugBank.d395.s23.e2,"drug1: drug0, including drug2, decrease the clearance of drug0, the less active isomer of racemic drug0",False, 
DDI-DrugBank.d395.s23.e1,DDI-DrugBank.d395.s23.e3,"drug0: drug1, including drug0, decrease the clearance of drug2, the less active isomer of racemic drug0",True,mechanism
DDI-DrugBank.d395.s23.e2,DDI-DrugBank.d395.s23.e3,"drug0: drug0, including drug1, decrease the clearance of drug2, the less active isomer of racemic drug0",True,mechanism
DDI-DrugBank.d395.s24.e0,DDI-DrugBank.d395.s24.e1,"drug1 does not affect the clearance of the active S-isomer, and changes in clotting time have not been observed when drug2 and drug0",False, 
DDI-DrugBank.d395.s24.e0,DDI-DrugBank.d395.s24.e2,"drug1 does not affect the clearance of the active S-isomer, and changes in clotting time have not been observed when drug0 and drug2",False, 
DDI-DrugBank.d395.s25.e0,DDI-DrugBank.d395.s25.e1,"Nevertheless, the prothrombin time or other suitable coagulation test should be monitored when drug1 or its derivatives and drug2",True,advise
DDI-DrugBank.d91.s2.e0,DDI-DrugBank.d91.s2.e1,"When you are using drug1, it is especially important that your health care professional know if you are using the following: Eye product containing drug2",True,advise
DDI-DrugBank.d91.s3.e0,DDI-DrugBank.d91.s3.e1,drug1 may interact with the drug2 preparation causing a gritty substance to form or may interact with the preservative in the drug0,True,mechanism
DDI-DrugBank.d91.s3.e0,DDI-DrugBank.d91.s3.e2,drug1 may interact with the drug0 preparation causing a gritty substance to form or may interact with the preservative in the drug2,False, 
DDI-DrugBank.d91.s3.e1,DDI-DrugBank.d91.s3.e2,drug0 may interact with the drug1 preparation causing a gritty substance to form or may interact with the preservative in the drug2,False, 
DDI-DrugBank.d196.s0.e0,DDI-DrugBank.d196.s0.e1,Treatment with drug1 once weekly for 4 weeks in healthy subjects was associated with an inhibition of P450 1A2 and a 25% increase in drug2,True,mechanism
DDI-DrugBank.d196.s1.e0,DDI-DrugBank.d196.s1.e1,drug1 serum levels should be monitored and appropriate dose adjustments considered for patients given both drug2 and drug0,False, 
DDI-DrugBank.d196.s1.e0,DDI-DrugBank.d196.s1.e2,drug1 serum levels should be monitored and appropriate dose adjustments considered for patients given both drug0 and drug2,False, 
DDI-DrugBank.d196.s1.e1,DDI-DrugBank.d196.s1.e2,drug0 serum levels should be monitored and appropriate dose adjustments considered for patients given both drug1 and drug2,True,advise
DDI-DrugBank.d196.s3.e0,DDI-DrugBank.d196.s3.e1,"In patients with chronic hepatitis C treated with drug1 in combination with drug2, drug0 treatment did not affect drug0",False, 
DDI-DrugBank.d196.s3.e0,DDI-DrugBank.d196.s3.e2,"In patients with chronic hepatitis C treated with drug1 in combination with drug0, drug2 treatment did not affect drug0",False, 
DDI-DrugBank.d196.s4.e0,DDI-DrugBank.d196.s4.e1,Nucleoside Analogues drug1 Co-administration of drug2 and drug0,False, 
DDI-DrugBank.d196.s4.e0,DDI-DrugBank.d196.s4.e2,Nucleoside Analogues drug1 Co-administration of drug0 and drug2,False, 
DDI-DrugBank.d196.s4.e1,DDI-DrugBank.d196.s4.e2,Nucleoside Analogues drug0 Co-administration of drug1 and drug2,True,advise
DDI-DrugBank.d196.s6.e0,DDI-DrugBank.d196.s6.e1,drug1 and drug2 drug0 can antagonize the in vitro antiviral activity of drug0 and drug0,False, 
DDI-DrugBank.d196.s6.e0,DDI-DrugBank.d196.s6.e2,drug1 and drug0 drug2 can antagonize the in vitro antiviral activity of drug0 and drug0,False, 
DDI-DrugBank.d196.s6.e2,DDI-DrugBank.d196.s6.e3,drug0 and drug0 drug1 can antagonize the in vitro antiviral activity of drug2 and drug0,True,effect
DDI-DrugBank.d196.s6.e2,DDI-DrugBank.d196.s6.e4,drug0 and drug0 drug1 can antagonize the in vitro antiviral activity of drug0 and drug2,True,effect
DDI-DrugBank.d196.s10.e0,DDI-DrugBank.d196.s10.e1,Use With drug1 drug2,False, 
DDI-DrugBank.d196.s29.e0,DDI-DrugBank.d196.s29.e1,Pregnancy: Category X: Use With drug1 (see CONTRAINDICATIONS) Significant teratogenic and/or embryocidal effects have been demonstrated in all animal species exposed to drug2,False, 
DDI-DrugBank.d196.s32.e0,DDI-DrugBank.d196.s32.e1,Nursing Mothers It is not known whether drug1 or drug2,False, 
DDI-DrugBank.d196.s33.e0,DDI-DrugBank.d196.s33.e1,The effect of orally ingested drug1 or drug2,False, 
DDI-DrugBank.d196.s34.e0,DDI-DrugBank.d196.s34.e1,"Because of the potential for adverse reactions from the drugs in nursing infants, a decision must be made whether to discontinue nursing or discontinue drug1 and drug2",False, 
DDI-DrugBank.d196.s35.e0,DDI-DrugBank.d196.s35.e1,"Pediatric Use The safety and effectiveness of drug1, alone or in combination with drug2",False, 
DDI-DrugBank.d196.s36.e0,DDI-DrugBank.d196.s36.e1,drug1 contains drug2,False, 
DDI-DrugBank.d196.s39.e0,DDI-DrugBank.d196.s39.e1,Clinical studies of drug1 alone or in combination with drug2,False, 
DDI-DrugBank.d196.s40.e0,DDI-DrugBank.d196.s40.e1,"Adverse reactions related to drug1s, such as CNS, cardiac, and systemic (eg, flu-like) effects may be more severe in the elderly and caution should be exercised in the use of drug2",False, 
DDI-DrugBank.d196.s41.e0,DDI-DrugBank.d196.s41.e1,drug1 and drug2,False, 
DDI-DrugBank.d196.s43.e0,DDI-DrugBank.d196.s43.e1,drug1 should be used with caution in patients with creatinine clearance  50 mL/min and drug2,False, 
DDI-DrugBank.d512.s1.e0,DDI-DrugBank.d512.s1.e1,Effect of drug1 on other drugs: Drugs metabolized by cytochrome P450 2D6 (CYP2D6): drug2,False, 
DDI-DrugBank.d512.s2.e0,DDI-DrugBank.d512.s2.e1,"Therefore, dose adjustments of concomitant medications that are predominantly metabolized by CYP2D6 and have a narrow therapeutic index (e.g., drug1, drug2, drug0 and most drug0",False, 
DDI-DrugBank.d512.s2.e0,DDI-DrugBank.d512.s2.e2,"Therefore, dose adjustments of concomitant medications that are predominantly metabolized by CYP2D6 and have a narrow therapeutic index (e.g., drug1, drug0, drug2 and most drug0",False, 
DDI-DrugBank.d512.s3.e0,DDI-DrugBank.d512.s3.e1,drug1: Concurrent administration of 25 mg or 100 mg drug2 with 50 mg drug0 increased drug0 exposure and drug0,False, 
DDI-DrugBank.d512.s3.e0,DDI-DrugBank.d512.s3.e2,drug1: Concurrent administration of 25 mg or 100 mg drug0 with 50 mg drug2 increased drug0 exposure and drug0,False, 
DDI-DrugBank.d512.s3.e1,DDI-DrugBank.d512.s3.e2,drug0: Concurrent administration of 25 mg or 100 mg drug1 with 50 mg drug2 increased drug0 exposure and drug0,True,mechanism
DDI-DrugBank.d512.s4.e0,DDI-DrugBank.d512.s4.e1,Effect of other drugs on drug1 : drug2,False, 
DDI-DrugBank.d512.s5.e0,DDI-DrugBank.d512.s5.e1,drug1: drug2,False, 
DDI-DrugBank.d512.s6.e0,DDI-DrugBank.d512.s6.e1,"Co-administration of drug1, a strong inhibitor of CYP3A4, increased drug2 exposure following a single 90 mg dose of drug0",True,mechanism
DDI-DrugBank.d512.s6.e0,DDI-DrugBank.d512.s6.e2,"Co-administration of drug1, a strong inhibitor of CYP3A4, increased drug0 exposure following a single 90 mg dose of drug2",False, 
DDI-DrugBank.d512.s6.e1,DDI-DrugBank.d512.s6.e2,"Co-administration of drug0, a strong inhibitor of CYP3A4, increased drug1 exposure following a single 90 mg dose of drug2",False, 
DDI-DrugBank.d512.s7.e0,DDI-DrugBank.d512.s7.e1,"Dose adjustment of drug1 may be required and PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with a strong CYP3A4 inhibitor (e.g., drug2, drug0, drug0",True,advise
DDI-DrugBank.d512.s7.e0,DDI-DrugBank.d512.s7.e2,"Dose adjustment of drug1 may be required and PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with a strong CYP3A4 inhibitor (e.g., drug0, drug2, drug0",True,advise
DDI-DrugBank.d512.s7.e0,DDI-DrugBank.d512.s7.e3,"Dose adjustment of drug1 may be required and PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with a strong CYP3A4 inhibitor (e.g., drug0, drug0, drug2",True,advise
DDI-DrugBank.d512.s7.e1,DDI-DrugBank.d512.s7.e2,"Dose adjustment of drug0 may be required and PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with a strong CYP3A4 inhibitor (e.g., drug1, drug2, drug0",False, 
DDI-DrugBank.d512.s7.e1,DDI-DrugBank.d512.s7.e3,"Dose adjustment of drug0 may be required and PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with a strong CYP3A4 inhibitor (e.g., drug1, drug0, drug2",False, 
DDI-DrugBank.d275.s1.e0,DDI-DrugBank.d275.s1.e1,Toxicologic and toxicokinetic studies in rats did not demonstrate any alterations in the clearance or toxicologic profile of either drug1 or drug2,False, 
DDI-DrugBank.d275.s2.e0,DDI-DrugBank.d275.s2.e1,"In a study in which patients with active RA were treated for up to 24 weeks with concurrent drug1 and drug2 therapy, a 7% rate of serious infections was observed, which was higher than that observed with drug0",True,effect
DDI-DrugBank.d275.s2.e0,DDI-DrugBank.d275.s2.e2,"In a study in which patients with active RA were treated for up to 24 weeks with concurrent drug1 and drug0 therapy, a 7% rate of serious infections was observed, which was higher than that observed with drug2",False, 
DDI-DrugBank.d275.s2.e1,DDI-DrugBank.d275.s2.e2,"In a study in which patients with active RA were treated for up to 24 weeks with concurrent drug0 and drug1 therapy, a 7% rate of serious infections was observed, which was higher than that observed with drug2",False, 
DDI-DrugBank.d275.s3.e0,DDI-DrugBank.d275.s3.e1,Two percent of patients treated concurrently with drug1 and drug2,True,effect
DDI-DrugBank.d525.s0.e0,DDI-DrugBank.d525.s0.e1,drug1 has been shown to have no effect on the pharmacokinetics of drug2 and the pharmacodynamics of drug0 and drug0,False, 
DDI-DrugBank.d525.s0.e0,DDI-DrugBank.d525.s0.e2,drug1 has been shown to have no effect on the pharmacokinetics of drug0 and the pharmacodynamics of drug2 and drug0,False, 
DDI-DrugBank.d525.s2.e0,DDI-DrugBank.d525.s2.e1,"Because drug1 is not metabolized by the cytochrome P450 system, inhibitors of CYP450 enzyme would not be expected to affect its metabolism, and drug2 and drug0, potent inhibitors of CYP3A and 2C9, respectively, have been shown to have no effect on drug0",False, 
DDI-DrugBank.d525.s2.e0,DDI-DrugBank.d525.s2.e2,"Because drug1 is not metabolized by the cytochrome P450 system, inhibitors of CYP450 enzyme would not be expected to affect its metabolism, and drug0 and drug2, potent inhibitors of CYP3A and 2C9, respectively, have been shown to have no effect on drug0",False, 
DDI-DrugBank.d525.s3.e0,DDI-DrugBank.d525.s3.e1,drug1 also has no effect on drug2,False, 
DDI-DrugBank.d525.s4.e0,DDI-DrugBank.d525.s4.e1,drug1 (up to 400 mg b.i.d. or 800 mg q.d.) doses have been safely used concomitantly with a drug2 (drug0,False, 
DDI-DrugBank.d525.s4.e0,DDI-DrugBank.d525.s4.e2,drug1 (up to 400 mg b.i.d. or 800 mg q.d.) doses have been safely used concomitantly with a drug0 (drug2,False, 
DDI-DrugBank.d525.s5.e0,DDI-DrugBank.d525.s5.e1,drug1 doses of up to 300 mg b.i.d. have been safely used concomitantly with sustained-release drug2 (sustained-release drug0,False, 
DDI-DrugBank.d525.s5.e0,DDI-DrugBank.d525.s5.e2,drug1 doses of up to 300 mg b.i.d. have been safely used concomitantly with sustained-release drug0 (sustained-release drug2,False, 
DDI-DrugBank.d501.s4.e0,DDI-DrugBank.d501.s4.e1,In patients using drug1 (drug2,False, 
DDI-DrugBank.d501.s5.e0,DDI-DrugBank.d501.s5.e1,drug1: A clinical study in 6 insulin-dependent diabetic patients demonstrated no effect of drug2 on drug0 absorption from the peritoneal cavity or on drug0s ability to control blood glucose when drug0 was administered intraperitoneally with drug0,False, 
DDI-DrugBank.d501.s5.e0,DDI-DrugBank.d501.s5.e2,drug1: A clinical study in 6 insulin-dependent diabetic patients demonstrated no effect of drug0 on drug2 absorption from the peritoneal cavity or on drug0s ability to control blood glucose when drug0 was administered intraperitoneally with drug0,False, 
DDI-DrugBank.d501.s6.e0,DDI-DrugBank.d501.s6.e1,"However, appropriate monitoring of blood glucose should be performed when initiating drug1 in diabetic patients and drug2",True,advise
DDI-DrugBank.d501.s7.e0,DDI-DrugBank.d501.s7.e1,drug1: No human drug interaction studies with drug2,False, 
DDI-DrugBank.d501.s8.e0,DDI-DrugBank.d501.s8.e1,In vitro studies demonstrated no evidence of incompatibility of drug1 with drug2,False, 
DDI-DrugBank.d501.s9.e0,DDI-DrugBank.d501.s9.e1,drug1: No human drug interaction studies with drug2,False, 
DDI-DrugBank.d501.s10.e0,DDI-DrugBank.d501.s10.e1,"In vitro studies evaluating the minimum inhibitory concentration (MIC) of drug1, drug2, drug0, drug0/flucoxacillin, drug0, drug0, and drug0 demonstrated no evidence of incompatibility of these drug0 with drug0",False, 
DDI-DrugBank.d501.s10.e0,DDI-DrugBank.d501.s10.e2,"In vitro studies evaluating the minimum inhibitory concentration (MIC) of drug1, drug0, drug2, drug0/flucoxacillin, drug0, drug0, and drug0 demonstrated no evidence of incompatibility of these drug0 with drug0",False, 
